alias,canonical_label,notes,source,review_status,final_score
TRIPOLI,TRIPOLI (CAPITAL BULLETIN LIBYA),,a4_pipeline,a3_single_cluster_self,1.0
SEOUL,SEOUL (BULLETIN INTELLIGENCE RECONNAISSANCE),,a4_pipeline,a3_single_cluster_self,1.0
SWEDEN,SWEDEN (COUNTRY BULLETIN FRANCE),,a4_pipeline,a3_single_cluster_self,1.0
PINEAU,PINEAU (BULLETIN MOLLET USSR),,a4_pipeline,a3_single_cluster_self,1.0
SHEPILOV,SHEPILOV (KHRUSHCHEV YUGOSLAVS BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
CAMEROUN,CAMEROUN (UPC SUKARNO BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
SOMALIA,SOMALIA (COUNTRY BULLETIN IS),,a4_pipeline,a3_single_cluster_self,1.0
BRUSSELS,BRUSSELS (BULLETIN INTELLIGENCE 1954),,a4_pipeline,a3_single_cluster_self,1.0
KYAW NYEIN,KYAW NYEIN (BULLETIN INTELLIGENCE CENTRAL),,a4_pipeline,a3_single_cluster_self,1.0
PRIME MINISTER QASIM,PRIME MINISTER QASIM (IRAQ BULLETIN IRAQI),,a4_pipeline,a3_single_cluster_self,1.0
BELGIAN CONGO,BELGIAN CONGO (BULLETIN IS INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
SHARETT,SHARETT (ISRAEL BULLETIN ISRAELI),,a4_pipeline,a3_single_cluster_self,1.0
LIBERIA,LIBERIA (COUNTRY BULLETIN USSR),,a4_pipeline,a3_single_cluster_self,1.0
NAGIB,GENERAL NAGIB,,a4_pipeline,accept_rule,1.0
ZORIN,ZORIN (BULLETIN VIET MINH),,a4_pipeline,a3_single_cluster_self,1.0
DAYAL,DAYAL (BULLETIN LUMUMBA REPRESENTATIVE),,a4_pipeline,a3_single_cluster_self,1.0
PRESIDENT FRONDIZI,FRONDIZI,,a4_pipeline,accept_rule,1.0
IKEDA,IKEDA (YOSHIDA BULLETIN WHO),,a4_pipeline,a3_single_cluster_self,1.0
PRIME MINISTER NEHRU,PRIME MINISTER NEHRU (BULLETIN INDIA WHO),,a4_pipeline,a3_single_cluster_self,1.0
CZECH REPUBLIC,CZECH REPUBLIC (COUNTRY BULLETIN DELEGATES),,a4_pipeline,a3_single_cluster_self,1.0
PRIME MINISTER MOSSADEQ,PRIME MINISTER MOSSADEQ (IRAN BULLETIN IRANIAN),,a4_pipeline,a3_single_cluster_self,1.0
EAST BERLIN,EAST BERLIN (YUGOSLAVIA GERMANY BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
LLOYD,LLOYD (BULLETIN INTELLIGENCE ARABIA),,a4_pipeline,a3_single_cluster_self,1.0
PHOUI SANANIKONE,PHOUI SANANIKONE (BULLETIN MEETING PATHET),,a4_pipeline,a3_single_cluster_self,1.0
QUEMOY,QUEMOY (BULLETIN 1954 IS),,a4_pipeline,a3_single_cluster_self,1.0
PARAGUAY,PARAGUAY (COUNTRY BULLETIN PARAGUAYAN),,a4_pipeline,a3_single_cluster_self,1.0
KENYA,KENYA (MAU COUNTRY BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
CZECH,CZECH (COUNTRY BULLETIN IS),,a4_pipeline,a3_single_cluster_self,1.0
TYURA TAM,TYURA TAM (SATELLITE BULLETIN IS),,a4_pipeline,a3_single_cluster_self,1.0
GUY MOLLET,GUY MOLLET (BULLETIN EDC USSR),,a4_pipeline,a3_single_cluster_self,1.0
MARSHAL TITO,MARSHAL TITO (BULLETIN YUGOSLAVIA LEADER),,a4_pipeline,a3_single_cluster_self,1.0
TUNIS,TUNIS (TUNISIA CAPITAL BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
FEDERAL REPUBLIC,FEDERAL REPUBLIC (GERMANY BULLETIN WEST),,a4_pipeline,a3_single_cluster_self,1.0
GENEVA CONFERENCE,GENEVA CONFERENCE (DOCUMENT BULLETIN 1954),,a4_pipeline,a3_single_cluster_self,1.0
UNDER SECRETARY OF STATE,UNDER SECRETARY OF STATE (SENIOR BULLETIN SPECIAL),,a4_pipeline,a3_single_cluster_self,1.0
VIENNA,VIENNA (BULLETIN 1952 INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
KASHMIR,KASHMIR (BULLETIN REGION INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
MAKARIOS,PRESIDENT MAKARIOS,,a4_pipeline,a5_consolidated,0.95
SWITZERLAND,SWITZERLAND (COUNTRY BULLETIN FRANCE),,a4_pipeline,a3_single_cluster_self,1.0
FERHAT ABBAS,FERHAT ABBAS (ALGERIA BULLETIN ALGERIAN),,a4_pipeline,a3_single_cluster_self,1.0
GULF OF AQABA,GULF OF AQABA (ISRAEL EGYPT BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
FRENCH AMBASSADOR,FRENCH AMBASSADOR (BULLETIN AGREEMENT FRANCE),,a4_pipeline,a3_single_cluster_self,1.0
GRUBER,GRUBER (BULLETIN AUSTRIAN WHO),,a4_pipeline,a3_single_cluster_self,1.0
HAIPHONG,HAIPHONG (TONKIN BULLETIN VIETNAM),,a4_pipeline,a3_single_cluster_self,1.0
PRIME MINISTER KISHI,PRIME MINISTER KISHI (BULLETIN JAPAN STATES),,a4_pipeline,a3_single_cluster_self,1.0
THOMPSON,AMBASSADOR THOMPSON,,a4_pipeline,accept_rule,1.0
ADDIS ABABA,ADDIS ABABA (SELASSIE HAILE ETHIOPIA),,a4_pipeline,a3_single_cluster_self,1.0
EAST PAKISTAN,EAST PAKISTAN (BULLETIN INTELLIGENCE REGION),,a4_pipeline,a3_single_cluster_self,1.0
PRESIDENT BOURGUIBA,BOURGUIBA,,a4_pipeline,accept_rule,1.0
BRENTANO,BRENTANO (ADENAUER BULLETIN GERMANY),,a4_pipeline,a3_single_cluster_self,1.0
PADANG,PADANG (DJAKARTA BULLETIN SUMATRA),,a4_pipeline,a3_single_cluster_self,1.0
PATRICE LUMUMBA,PATRICE LUMUMBA (BULLETIN BELGIUM BELGIAN),,a4_pipeline,a3_single_cluster_self,1.0
CAFFERY,AMBASSADOR CAFFERY,,a4_pipeline,accept_rule,1.0
US REP MILITARY COMMITTEE AND STANDING GROUP NATO,US REP MILITARY COMMITTEE AND STANDING GROUP NATO (OPERATIONS ASSISTANT DEFENSE),,a4_pipeline,a3_single_cluster_self,1.0
SAM NEUA,SAM NEUA (BULLETIN VIET MINH),,a4_pipeline,a3_single_cluster_self,1.0
EQBAL,EQBAL (BULLETIN IS IRAN),,a4_pipeline,a3_single_cluster_self,1.0
KHARTOUM,KHARTOUM (1952 SUDAN BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
ALI MAHER,ALI MAHER (1952 BULLETIN FAROUK),,a4_pipeline,a3_single_cluster_self,1.0
SAAR,SAAR (BULLETIN REGION FRANCE),,a4_pipeline,a3_single_cluster_self,1.0
ATHENS,ATHENS (GREECE BULLETIN INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
COLONEL NASR,PRESIDENT NASR,,a4_pipeline,a5_consolidated,0.95
NUWAR,NUWAR (BULLETIN LEGION INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
YI KI PUNG,YI KI PUNG (RHEE BULLETIN IL),,a4_pipeline,a3_single_cluster_self,1.0
BEN HALIM,BEN HALIM (LIBYA BULLETIN 1954),,a4_pipeline,a3_single_cluster_self,1.0
CHAMOUN,PRESIDENT CHAMOUN,,a4_pipeline,accept_rule,1.0
SUHRAWARDY,SUHRAWARDY (MIRZA BULLETIN MOHAMMAD),,a4_pipeline,a3_single_cluster_self,1.0
BIZERTE,BIZERTE (BULLETIN TUNISIA TUNISIAN),,a4_pipeline,a3_single_cluster_self,1.0
NEW ZEALAND,NEW ZEALAND (COUNTRY BULLETIN AUSTRALIA),,a4_pipeline,a3_single_cluster_self,1.0
AVEROFF,AVEROFF (GREECE BULLETIN SHEPILOV),,a4_pipeline,a3_single_cluster_self,1.0
PRESIDENT BETANCOURT,BETANCOURT,,a4_pipeline,accept_rule,1.0
CATHOLIC CHURCH,CATHOLIC CHURCH (BULLETIN INTELLIGENCE GERMANY),,a4_pipeline,a3_single_cluster_self,1.0
SOMALI REPUBLIC,SOMALI REPUBLIC (COUNTRY BULLETIN KHRUSHCHEV),,a4_pipeline,a3_single_cluster_self,1.0
DIRECTOR OF NAVAL INTELLIGENCE DEPARTMENT OF THE NAVY,DIRECTOR OF NAVAL INTELLIGENCE DEPARTMENT OF THE NAVY (COMMANDANT JOINT MARINE),,a4_pipeline,a3_single_cluster_self,1.0
CARACAS,CARACAS (BULLETIN VENEZUELA INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
LETOURNEAU,LETOURNEAU (1952 VIET BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
FAROUK,KING FAROUK,,a4_pipeline,accept_rule,1.0
CENTRAL SUMATRA,CENTRAL SUMATRA (SUKARNO HATTA BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
JAMALI,JAMALI (BULLETIN IRAQ INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
AMINI,AMINI (BULLETIN IS IRAN),,a4_pipeline,a3_single_cluster_self,1.0
AMBASSADOR ALLISON,ALLISON,,a4_pipeline,accept_rule,1.0
BURMESE,BURMESE (BULLETIN BURMA NATIONALISTS),,a4_pipeline,a3_single_cluster_self,1.0
DULLES,SECRETARY DULLES,,a4_pipeline,accept_rule,1.0
HAVANA,HAVANA (CUBA CAPITAL BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
HENDERSON,AMBASSADOR HENDERSON,,a4_pipeline,accept_rule,1.0
ROME,ROME (BULLETIN CITY PEACE),,a4_pipeline,a3_single_cluster_self,1.0
JERUSALEM,JERUSALEM (BULLETIN TEL IS),,a4_pipeline,a3_single_cluster_self,1.0
LANIEL,PREMIER LANIEL,,a4_pipeline,accept_rule,1.0
NETHERLANDS NEW GUINEA,NETHERLANDS NEW GUINEA (INDONESIA BULLETIN ISRAEL),,a4_pipeline,a3_single_cluster_self,1.0
QUINIM PHOLSENA,QUINIM PHOLSENA (SANTIPHAB BULLETIN IS),,a4_pipeline,a3_single_cluster_self,1.0
ACCRA,ACCRA (GHANA USSR BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
SUSLOV,SUSLOV (MEMBER BULLETIN USSR),,a4_pipeline,a3_single_cluster_self,1.0
DUTCH,DUTCH (COUNTRY BULLETIN AUSTRALIA),,a4_pipeline,a3_single_cluster_self,1.0
ELISABETHVILLE,ELISABETHVILLE (BULLETIN LUMUMBA TSHOMB),,a4_pipeline,a3_single_cluster_self,1.0
HUSSEIN,HUSSEIN (BULLETIN INTELLIGENCE CENTRAL),,a4_pipeline,a3_single_cluster_self,1.0
ISTANBUL,ISTANBUL (BULLETIN TURKEY CITY),,a4_pipeline,a3_single_cluster_self,1.0
NURI,NURI (BULLETIN JAMALI FRANCE),,a4_pipeline,a3_single_cluster_self,1.0
PRIME MINISTER ZAHEDI,PRIME MINISTER ZAHEDI (BULLETIN MALENKOV GERMANY),,a4_pipeline,a3_single_cluster_self,1.0
BEIRUT,BEIRUT (BULLETIN AS INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
KHALID AL AZM,KHALID AL AZM (QUWATLI BULLETIN 1954),,a4_pipeline,a3_single_cluster_self,1.0
RIFAI,RIFAI (HUSSAIN BULLETIN JORDAN),,a4_pipeline,a3_single_cluster_self,1.0
MEDAN,MEDAN (SIMBOLON BULLETIN COL),,a4_pipeline,a3_single_cluster_self,1.0
BHUTAN,BHUTAN (1952 BULLETIN 21),,a4_pipeline,a3_single_cluster_self,1.0
AMMAN,AMMAN (CAPITAL BULLETIN JORDAN),,a4_pipeline,a3_single_cluster_self,1.0
FUKIEN PROVINCE,FUKIEN PROVINCE (BULLETIN COMMUNISTS CHINESE),,a4_pipeline,a3_single_cluster_self,1.0
MOHAMMAD ALI,MOHAMMAD ALI (PAKISTAN BULLETIN PAKISTANI),,a4_pipeline,a3_single_cluster_self,1.0
RABAT,RABAT (MOROCCO BULLETIN INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
TONKIN,TONKIN (BULLETIN REGION INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
AKRAM HAWRANI,AKRAM HAWRANI (BULLETIN SYRIA LEADER),,a4_pipeline,a3_single_cluster_self,1.0
FOOCHOW,FOOCHOW (BULLETIN QUEMOYS INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
GENERAL LABOR CONFEDERATION,GENERAL LABOR CONFEDERATION (BULLETIN US PARIS),,a4_pipeline,a3_single_cluster_self,1.0
PREMIER MOLLET,MOLLET,,a4_pipeline,accept_rule,1.0
SECRETARY OF THE INTERIOR,SECRETARY OF THE INTERIOR (COMMANDANT JOINT MARINE),,a4_pipeline,a3_single_cluster_self,1.0
TACHEN ISLANDS,TACHEN ISLANDS (BULLETIN INTELLIGENCE AGAINST),,a4_pipeline,a3_single_cluster_self,1.0
JUAN LECHIN,JUAN LECHIN (BULLETIN INTELLIGENCE THAN),,a4_pipeline,a3_single_cluster_self,1.0
VATICAN,VATICAN (BULLETIN BODY GOVERNING),,a4_pipeline,a3_single_cluster_self,1.0
SENEGAL,SENEGAL (MALI COUNTRY BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
BERIA,BERIA (BULLETIN INTELLIGENCE ISSUE),,a4_pipeline,a3_single_cluster_self,1.0
OKAZAKI,OKAZAKI (1952 BULLETIN CHINA),,a4_pipeline,a3_single_cluster_self,1.0
SELWYN LLOYD,SELWYN LLOYD (BULLETIN INTELLIGENCE CENTRAL),,a4_pipeline,a3_single_cluster_self,1.0
SHANGHAI,SHANGHAI (BULLETIN CITY CHINA),,a4_pipeline,a3_single_cluster_self,1.0
CANTON,CANTON (BULLETIN 11 INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
IZVESTIA,IZVESTIA (BULLETIN YUGOSLAVIA VIET),,a4_pipeline,a3_single_cluster_self,1.0
KARDELJ,KARDELJ (BULLETIN YUGOSLAVIA WHO),,a4_pipeline,a3_single_cluster_self,1.0
KASHANI,KASHANI (MOSSADEQ 1952 BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
LA PAZ,LA PAZ (BOLIVIA REVOLUTIONARY CAPITAL),,a4_pipeline,a3_single_cluster_self,1.0
EDC TREATY,EDC TREATY (DOCUMENT 1952 BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
JACQUES SOUSTELLE,JACQUES SOUSTELLE (BULLETIN FRANCE ALGERIA),,a4_pipeline,a3_single_cluster_self,1.0
NABULSI,NABULSI (BULLETIN JORDAN CENTRAL),,a4_pipeline,a3_single_cluster_self,1.0
PHAM VAN DONG,PHAM VAN DONG (MINH BULLETIN HO),,a4_pipeline,a3_single_cluster_self,1.0
NIGERIA,NIGERIA (COUNTRY BULLETIN 11),,a4_pipeline,a3_single_cluster_self,1.0
CHANCELLOR RAAB,CHANCELLOR RAAB (BULLETIN CONCERNS AUSTRIAN),,a4_pipeline,a3_single_cluster_self,1.0
CIA,CENTRAL INTELLIGENCE AGENCY,,a4_pipeline,accept_rule,1.0
FRENCH EMBASSY,FRENCH EMBASSY (BULLETIN INTELLIGENCE CENTRAL),,a4_pipeline,a3_single_cluster_self,1.0
FRENCH FOREIGN MINISTER BIDAULT,FRENCH FOREIGN MINISTER BIDAULT (ADENAUER CHANCELLOR BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
ILEO,ILEO (BULLETIN LUMUMBA INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
PHONG SALY PROVINCE,PHONG SALY PROVINCE (VIET PATHET BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
PRESIDENT NASIR,NASIR,,a4_pipeline,accept_rule,1.0
WALTER ULBRICHT,WALTER ULBRICHT (GERMANY BULLETIN EAST),,a4_pipeline,a3_single_cluster_self,1.0
WASHINGTON,WASHINGTON (BULLETIN IS FRANCE),,a4_pipeline,a3_single_cluster_self,1.0
GENERAL NE WIN,NE WIN,,a4_pipeline,accept_rule,1.0
PLAINE DES JARRES,PLAINE DES JARRES (LAOS BULLETIN INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
SAUD,KING SAUD,,a4_pipeline,accept_rule,1.0
TOGLIATTI,TOGLIATTI (ROME BULLETIN ITALIAN),,a4_pipeline,a3_single_cluster_self,1.0
EMPEROR HAILE SELASSIE,HAILE SELASSIE,,a4_pipeline,a5_consolidated,0.85
FEDERATION OF RHODESIA AND NYASALAND,FEDERATION OF RHODESIA AND NYASALAND (BULLETIN HASTINGS BANDA),,a4_pipeline,a3_single_cluster_self,1.0
LUXEMBOURG,LUXEMBOURG (BULLETIN COUNTRY INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
SYNGMAN RHEE,SYNGMAN RHEE (BULLETIN SOUTH INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
IMAM OF YEMEN,IMAM OF YEMEN (BULLETIN USSR INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
KOIRALA,KOIRALA (NEPAL BULLETIN NEPALESE),,a4_pipeline,a3_single_cluster_self,1.0
ERHARD,ERHARD (ADENAUER BULLETIN CDU),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH SOMALILAND,BRITISH SOMALILAND (BULLETIN CAMEROUN INDEPENDENCE),,a4_pipeline,a3_single_cluster_self,1.0
AMERICAN CONSUL GENERAL,AMERICAN CONSUL GENERAL (BULLETIN CHINA KOREA),,a4_pipeline,a3_single_cluster_self,1.0
ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE DEPARTMENT OF THE ARMY,ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE DEPARTMENT OF THE ARMY (COMMANDANT JOINT MARINE),,a4_pipeline,a3_single_cluster_self,1.0
BRIGGS,AMBASSADOR BRIGGS,,a4_pipeline,accept_rule,1.0
CONAKRY,CONAKRY (BULLETIN GUINEA CZECHOSLOVAKIA),,a4_pipeline,a3_single_cluster_self,1.0
GDR,GERMAN DEMOCRATIC REPUBLIC,,a4_pipeline,accept_rule,1.0
HEATH,AMBASSADOR HEATH,,a4_pipeline,accept_rule,1.0
LATAKIA,LATAKIA (BULLETIN SYRIA FREIGHTER),,a4_pipeline,a3_single_cluster_self,1.0
MANCHURIA,MANCHURIA (BULLETIN INTELLIGENCE REGION),,a4_pipeline,a3_single_cluster_self,1.0
SCHUMAN PLAN,SCHUMAN PLAN (STEEL BULLETIN MONNET),,a4_pipeline,a3_single_cluster_self,1.0
GAZA,GAZA (EGYPT BULLETIN INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
KUBITSCHEK,PRESIDENT KUBITSCHEK,,a4_pipeline,accept_rule,1.0
SUMATRA,SUMATRA (INDONESIA BULLETIN SUKARNO),,a4_pipeline,a3_single_cluster_self,1.0
UN SECRETARY GENERAL HAMMARSKJOLD,UN SECRETARY GENERAL HAMMARSKJOLD (BULLETIN IS JORDAN),,a4_pipeline,a3_single_cluster_self,1.0
KIVU PROVINCE,KIVU PROVINCE (GIZENGA MOBUTU BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
HAYATO IKEDA,HAYATO IKEDA (BULLETIN LIBERAL IKEDAS),,a4_pipeline,a3_single_cluster_self,1.0
DE LATTRE,GENERAL DE LATTRE,,a4_pipeline,accept_rule,1.0
GUATEMALA CITY,GUATEMALA CITY (GUATEMALAN ARBENZ CAPITAL),,a4_pipeline,a3_single_cluster_self,1.0
MARSHAL JUIN,MARSHAL JUIN (BULLETIN LEADER IS),,a4_pipeline,a3_single_cluster_self,1.0
PRESIDENT DE GAULLE,DE GAULLE,,a4_pipeline,accept_rule,1.0
ABADAN,ABADAN (BULLETIN IRAN IRANIAN),,a4_pipeline,a3_single_cluster_self,1.0
GENERAL FRANCO,FRANCO,,a4_pipeline,accept_rule,1.0
INDIAN AMBASSADOR,INDIAN AMBASSADOR (1952 BULLETIN CHOU),,a4_pipeline,a3_single_cluster_self,1.0
KATMANDU,KATMANDU (NEPAL BULLETIN BURMA),,a4_pipeline,a3_single_cluster_self,1.0
LACOSTE,LACOSTE (BULLETIN IS MOROCCO),,a4_pipeline,a3_single_cluster_self,1.0
ORIENTE PROVINCE,ORIENTE PROVINCE (FIDEL BULLETIN CASTRO),,a4_pipeline,a3_single_cluster_self,1.0
BOMBOKO,BOMBOKO (CONGO LUMUMBA BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
GOONETILLEKE,GOONETILLEKE (BULLETIN CEYLON GOVERNOR),,a4_pipeline,a3_single_cluster_self,1.0
MACAO,MACAO (BULLETIN LOBO INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
PRESIDENT MIRZA,MIRZA,,a4_pipeline,accept_rule,1.0
BUKITTINGGI,BUKITTINGGI (BULLETIN PAKANBARU MAY),,a4_pipeline,a3_single_cluster_self,1.0
KALONJI,KALONJI (BULLETIN IVORY KASAI),,a4_pipeline,a3_single_cluster_self,1.0
PREMIER LUMUMBA,LUMUMBA,,a4_pipeline,accept_rule,1.0
GHEORGHIU DEJ,GHEORGHIU DEJ (BULLETIN INTELLIGENCE CENTRAL),,a4_pipeline,a3_single_cluster_self,1.0
DAHANAYAKE,DAHANAYAKE (BULLETIN CEYLON LAOS),,a4_pipeline,a3_single_cluster_self,1.0
SOUTHERN RHODESIA,SOUTHERN RHODESIA (BULLETIN IS COUNTRY),,a4_pipeline,a3_single_cluster_self,1.0
ALI SASTROAMIDJOJO,ALI SASTROAMIDJOJO (INDONESIA BULLETIN 1954),,a4_pipeline,a3_single_cluster_self,1.0
BRANDT,BRANDT (BULLETIN ADENAUER INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
CHINESE,CHINESE (BULLETIN 1952 INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
GENERAL LI MI,LI MI,,a4_pipeline,accept_rule,1.0
JORDAN RIVER,JORDAN RIVER (ISRAEL BULLETIN INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
LT COL HUSSEIN,LT COL HUSSEIN (SUKARNO SIMBOLON BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
MARSHAL SARIT,MARSHAL SARIT (BULLETIN THAILAND LEADER),,a4_pipeline,a3_single_cluster_self,1.0
MEIR,MEIR (ISRAEL IRAQ BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
PREMIER FAURE,FAURE,,a4_pipeline,accept_rule,1.0
US EMBASSY IN LONDON,US EMBASSY LONDON,,a4_pipeline,a5_consolidated,0.935
V K KRISHNA MENON,V K KRISHNA MENON (BULLETIN NEHRU INDIA),,a4_pipeline,a3_single_cluster_self,1.0
VENIZELOS,VENIZELOS (BULLETIN PAPAGOS AS),,a4_pipeline,a3_single_cluster_self,1.0
XIENG KHOUANG PROVINCE,XIENG KHOUANG PROVINCE (ZAT HAK BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
ZAFRULLAH KHAN,ZAFRULLAH KHAN (EGYPT PAKISTAN BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
CASABLANCA,CASABLANCA (BULLETIN CITY INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
GHULAM MOHAMMAD,GHULAM MOHAMMAD (KHWAJA NAZIMUDDIN BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
KHALID BAKDASH,KHALID BAKDASH (SYRIA BULLETIN 1954),,a4_pipeline,a3_single_cluster_self,1.0
LENINGRAD,LENINGRAD (BULLETIN IS YARD),,a4_pipeline,a3_single_cluster_self,1.0
LISBON,LISBON (SALAZAR BULLETIN IS),,a4_pipeline,a3_single_cluster_self,1.0
MACARTHUR,AMBASSADOR MACARTHUR,,a4_pipeline,accept_rule,1.0
PHILIPPINE GOVERNMENT,PHILIPPINE GOVERNMENT (TURKEY SWE BA),,a4_pipeline,a5_consolidated,0.91
GAILLARD,PREMIER GAILLARD,,a4_pipeline,accept_rule,1.0
GENERAL EISENHOWER,EISENHOWER,,a4_pipeline,accept_rule,1.0
HUGH GAITSKELL,HUGH GAITSKELL (BULLETIN LEADER LABOR),,a4_pipeline,a3_single_cluster_self,1.0
JANOS KADAR,JANOS KADAR (BULLETIN RAKOSI HUNGARIAN),,a4_pipeline,a3_single_cluster_self,1.0
ANTOINE GIZENGA,ANTOINE GIZENGA (LUMUMBA BULLETIN CONGO),,a4_pipeline,a3_single_cluster_self,1.0
SHIHAB,GENERAL SHIHAB,,a4_pipeline,accept_rule,1.0
STRAUSS,STRAUSS (BULLETIN BONN BUNDESTAG),,a4_pipeline,a3_single_cluster_self,1.0
AJOY GHOSH,AJOY GHOSH (BULLETIN SITUATION INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
MALI FEDERATION,MALI FEDERATION (BULLETIN INTELLIGENCE SOUDAN),,a4_pipeline,a3_single_cluster_self,1.0
AMOY,AMOY (BULLETIN PEILING FOOCHOW),,a4_pipeline,a3_single_cluster_self,1.0
COLOMBO,COLOMBO (BULLETIN IS CEYLON),,a4_pipeline,a3_single_cluster_self,1.0
DEJEAN,DEJEAN (BULLETIN COMMISSIONER BATTALIONS),,a4_pipeline,a3_single_cluster_self,1.0
EL AUJA,EL AUJA (ISRAEL EGYPT BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
FOREIGN SECRETARY EDEN,FOREIGN SECRETARY EDEN (BULLETIN MADE 1952),,a4_pipeline,a3_single_cluster_self,1.0
HUNGARIAN COMMUNIST PARTY,HUNGARIAN COMMUNIST PARTY (YUGOSLAVIA HUNGARY 31),,a4_pipeline,a5_consolidated,0.91
LULUABOURG,LULUABOURG (BULLETIN CONGO INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
MATSU,MATSU (BULLETIN IS ARTILLERY),,a4_pipeline,a3_single_cluster_self,1.0
MAURICE SCHUMANN,MAURICE SCHUMANN (SCHUMAN BULLETIN POLICIES),,a4_pipeline,a3_single_cluster_self,1.0
NORTH CELEBES,NORTH CELEBES (DJAKARTA INDONESIA BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
NORTH SUMATRA,NORTH SUMATRA (BULLETIN INDONESIA REGION),,a4_pipeline,a3_single_cluster_self,1.0
PREMIER PINAY,PINAY,,a4_pipeline,accept_rule,1.0
PRESIDENT PERON,PERON,,a4_pipeline,accept_rule,1.0
PRESIDENT QUIRINO,PRESIDENT QUIRINO (PHILIPPINE PHILIPPINES BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
PRIME MINISTER CHURCHILL,PRIME MINISTER CHURCHILL (11 BULLETIN INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
TACHENS,TACHENS (BULLETIN INTELLIGENCE AGAINST),,a4_pipeline,a3_single_cluster_self,1.0
TONKIN DELTA,TONKIN DELTA (VIET BULLETIN MINH),,a4_pipeline,a3_single_cluster_self,1.0
TYURA TAM MISSILE TEST RANGE,TYURA TAM MISSILE TEST RANGE (BULLETIN TROOP INTELLIGENCE),,a4_pipeline,a3_single_cluster_self,1.0
BALUBA,BALUBA (USSR BULLETIN MOISE),,a4_pipeline,a3_single_cluster_self,1.0
COTY,PRESIDENT COTY,,a4_pipeline,accept_rule,1.0
CROWN PRINCE SAVANG,CROWN PRINCE SAVANG (LAOS BULLETIN KING),,a4_pipeline,a3_single_cluster_self,1.0
HINH,GENERAL HINH,,a4_pipeline,accept_rule,1.0
KONO,KONO (BULLETIN JAPAN USSR),,a4_pipeline,a3_single_cluster_self,1.0
LUANDA,LUANDA (ANGOLA BULLETIN 1961),,a4_pipeline,a3_single_cluster_self,1.0
