node_key,degree
CANONICAL_ENTITY:DIEN_BIEN_PHU__6AB12FBC92,297
CANONICAL_ENTITY:FRENCH_AIR_FORCE__54FA79AA1E,7
CANONICAL_ENTITY:GENERAL_PARTRIDGE__5DB192D761,4
CANONICAL_ENTITY:VIET_MINH__FC4D31414A,1336
EVENT_CLUSTER:5890,7
CANONICAL_ENTITY:10_MARK_VI_HUNTER_FIGHTER_AIRCRAFT__AD812E9531,1
CANONICAL_ENTITY:IRAQ__60C83E2002,2371
CANONICAL_ENTITY:11TH_ARMORED_INFANTRY_BRIGADE__94559B74DF,25
CANONICAL_ENTITY:ALEXANDRIA__56137E65A3,286
CANONICAL_ENTITY:AMERICAN_ARMY_ATTACHE__E795A09D71,24
CANONICAL_ENTITY:ARAB_LEGION__2245B3FCED,137
CANONICAL_ENTITY:CAMP_SARAFAND__91E3471777,1
CANONICAL_ENTITY:CHINESE_COMMUNISTS__490F388FCC,991
CANONICAL_ENTITY:EGYPTIAN_MILITARY__18F81AE957,28
CANONICAL_ENTITY:EGYPT__118EC3B049,4787
CANONICAL_ENTITY:FOOCHOW__1ED9E1C13F,87
CANONICAL_ENTITY:GENERAL_GLUBB__F1FE21F20A,57
CANONICAL_ENTITY:ISRAELI_MILITARY__E501E180AC,29
CANONICAL_ENTITY:ISRAEL__9BE5F190D4,2916
CANONICAL_ENTITY:ISTANBUL__1B2E05F707,97
CANONICAL_ENTITY:KING_SAUD__B9F521BE55,883
CANONICAL_ENTITY:MIXED_ARMISTICE_COMMISSION__24D1D52909,31
CANONICAL_ENTITY:PRESIDENT_CHAMOUN__B5284C663D,247
CANONICAL_ENTITY:SOVIET_FREIGHTER_GENERAL_CHERNAKOWSKY__A1F74C0D77,8
EVENT_CLUSTER:10677,6
EVENT_CLUSTER:10678,6
EVENT_CLUSTER:10679,6
EVENT_CLUSTER:5702,58
EVENT_CLUSTER:8427,39
EVENT_CLUSTER:9003,34
EVENT_CLUSTER:9144,13
EVENT_CLUSTER:9145,13
EVENT_CLUSTER:9146,40
CANONICAL_ENTITY:11TH_ARMY__42775C5DEE,14
CANONICAL_ENTITY:13TH_ARMY__002FDAAADD,4
CANONICAL_ENTITY:2ND_FIELD_ARMY__8FE70BA386,5
CANONICAL_ENTITY:AMBASSADOR_LODGE__93386962FD,183
CANONICAL_ENTITY:CENTRAL_INTELLIGENCE_AGENCY__FD9B41129A,963
CANONICAL_ENTITY:ECONOMIC_COMMISSION_FOR_EUROPE__087F085550,33
CANONICAL_ENTITY:GENEVA__0D189EB4BF,211
CANONICAL_ENTITY:NAGIB_REGIME__93608A62DB,19
CANONICAL_ENTITY:OFFICE_OF_CURRENT_INTELLIGENCE__9151BEA522,72
EVENT_CLUSTER:3917,18
EVENT_CLUSTER:3918,18
EVENT_CLUSTER:3919,18
CANONICAL_ENTITY:11TH_INTER_AMERICAN_CONFERENCE__665508FAF2,12
CANONICAL_ENTITY:CASTRO_GOVERNMENT__18542A8E0F,139
CANONICAL_ENTITY:CHE_GUEVARA__15A4A157B6,181
CANONICAL_ENTITY:ECUADOR__1947816504,462
CANONICAL_ENTITY:ENRIQUE_OLTUSKI__365EB19B0E,3
CANONICAL_ENTITY:GUAYAQUIL__511667470D,47
CANONICAL_ENTITY:ORGANIZATION_OF_AMERICAN_STATES_OAS__E591C1F144,86
CANONICAL_ENTITY:PERU__1D7205BB96,197
CANONICAL_ENTITY:PONCE__4DE0FAD105,61
CANONICAL_ENTITY:RAUL_CASTRO__ABFC482080,185
CANONICAL_ENTITY:REGINO_BOTI__8C68C9071B,3
EVENT_CLUSTER:16632,23
EVENT_CLUSTER:16642,15
CANONICAL_ENTITY:11_MAY_ELECTION__A3C2C144EA,1
CANONICAL_ENTITY:PANAMA__0E2383F5E4,418
CANONICAL_ENTITY:11_MEMBER_EXECUTIVE_COUNCIL__EBEAC36E1C,14
CANONICAL_ENTITY:FORMER_VICE_PRESIDENT_HATTA__DE7EA3A811,18
CANONICAL_ENTITY:GENERAL_NASUTION__06F5B7F057,429
CANONICAL_ENTITY:HAITI__94B5E8784B,241
CANONICAL_ENTITY:JAPAN__A22B0F7651,2297
CANONICAL_ENTITY:LT_COL_HUSSEIN__CEF06254B2,61
CANONICAL_ENTITY:PRIME_MINISTER_DJUANDA__6AC198C192,44
CANONICAL_ENTITY:SOCIALISTS__CEB0F05727,4
CANONICAL_ENTITY:SUKARNO__C62728D120,435
CANONICAL_ENTITY:UN_COMMITTEE__5B0143B92F,4
EVENT_CLUSTER:11784,11
EVENT_CLUSTER:11785,11
EVENT_CLUSTER:11786,11
CANONICAL_ENTITY:12TH_ARMY__31678428BF,13
CANONICAL_ENTITY:20TH_ARMY__3EE14915E6,4
CANONICAL_ENTITY:27TH_ARMY__5C937F59F9,4
CANONICAL_ENTITY:AUSTRALIA__2C70AD32E7,232
CANONICAL_ENTITY:CHINESE_COMMUNIST_TROOPS__B31C365F40,5
CANONICAL_ENTITY:FOREIGN_AFFAIRS_SECRETARY_ROMULO__42FD34C598,4
CANONICAL_ENTITY:NEW_ZEALAND__63849DE768,97
CANONICAL_ENTITY:PHILIPPINE_PRESIDENT__036ADDD164,7
CANONICAL_ENTITY:UNITED_STATES__10FBC8F7B7,821
CANONICAL_ENTITY:US_AMBASSADOR_COWEN__59D3973406,5
CANONICAL_ENTITY:US_FAR_EAST_COMMAND__606F9389E3,85
EVENT_CLUSTER:654,11
EVENT_CLUSTER:655,11
EVENT_CLUSTER:656,11
CANONICAL_ENTITY:12_NATION_COMMISSION__A650DB1172,10
CANONICAL_ENTITY:INDIAN_PROPOSAL__561D9B5AF6,6
CANONICAL_ENTITY:NASR__20F01C7D26,7
CANONICAL_ENTITY:USSR__B40E8A8904,6
EVENT_CLUSTER:10231,6
EVENT_CLUSTER:10232,6
EVENT_CLUSTER:10233,6
CANONICAL_ENTITY:12__9E2CFB8C4B,14
CANONICAL_ENTITY:ADDIS_ABABA__E0D7FAFF6B,217
CANONICAL_ENTITY:HAILE_SELASSIE__F35AF77ACC,233
CANONICAL_ENTITY:LAOS__39A8690E30,2251
CANONICAL_ENTITY:LUANG_PRABANG__53FE4E7237,337
CANONICAL_ENTITY:NORTH_VIETNAM__6B5B431C26,912
CANONICAL_ENTITY:PATH_T_LAO__3E4A54035A,644
CANONICAL_ENTITY:PHONG_HONG__3AC588D72B,12
CANONICAL_ENTITY:USSR__820E74220D,5
CANONICAL_ENTITY:US_AMBASSADOR__86C66BF1F8,153
CANONICAL_ENTITY:VIENTIANE__9226DD1458,654
EVENT_CLUSTER:18476,95
EVENT_CLUSTER:19494,11
EVENT_CLUSTER:19495,16
EVENT_CLUSTER:19496,11
CANONICAL_ENTITY:13TH_AIR_DIVISION__E8A8EC3D36,28
CANONICAL_ENTITY:3RD_INDEPENDENT_REGIMENT__E2F83D095D,6
CANONICAL_ENTITY:CANADIAN_ICC_DELEGATION__EA149F8127,6
CANONICAL_ENTITY:CHEN_CHENG__2089C26729,44
CANONICAL_ENTITY:HANOI__B2793CB052,619
CANONICAL_ENTITY:HUIYANG__DADE957BAD,15
CANONICAL_ENTITY:KINMEN__32BAF85AC0,9
CANONICAL_ENTITY:KUO_MO_JO__034757DEE0,24
CANONICAL_ENTITY:MATSU__0060FF5178,53
CANONICAL_ENTITY:NANCHANG__5EF5343647,21
CANONICAL_ENTITY:NORTH_KOREA__1E49B18DDF,773
CANONICAL_ENTITY:PEOPLES_DAILY__868A427EE9,212
CANONICAL_ENTITY:SAM_NEUA__CECB1560F2,93
CANONICAL_ENTITY:SOUVANNA_PHOUMA__DC28711EB7,1179
EVENT_CLUSTER:14278,8
EVENT_CLUSTER:14279,8
EVENT_CLUSTER:14280,8
EVENT_CLUSTER:14281,8
EVENT_CLUSTER:14282,8
EVENT_CLUSTER:14283,8
EVENT_CLUSTER:14284,8
EVENT_CLUSTER:19484,14
EVENT_CLUSTER:19485,14
EVENT_CLUSTER:19486,14
EVENT_CLUSTER:19487,14
EVENT_CLUSTER:7342,407
CANONICAL_ENTITY:13TH_OF_MARCH_REVOLUTIONARY_DIRECTORATE__DF0ED97D48,13
CANONICAL_ENTITY:26TH_OF_JULY_MOVEMENT__8F17263C72,18
CANONICAL_ENTITY:BOUN_OUM_GOVERNMENT__1C7AD8E982,202
CANONICAL_ENTITY:CANTON__00BC8A2F3B,145
CANONICAL_ENTITY:CHEN_YI__D2EA7AF6A8,321
CANONICAL_ENTITY:CUBA__7D9A5D143B,1938
CANONICAL_ENTITY:HAIPHONG__5422DBFAFA,120
CANONICAL_ENTITY:PATHET_LAO__9C359C8892,741
CANONICAL_ENTITY:PSP__B8B09F1A90,4
EVENT_CLUSTER:21927,12
CANONICAL_ENTITY:140TH_DIVISION_47TH_ARMY__4511F5789D,7
CANONICAL_ENTITY:CHINESE_COMMUNIST_SOLDIER__7BD3EE03AD,5
CANONICAL_ENTITY:FRENCH_UNION_FORCES__E4A57B5D1C,21
CANONICAL_ENTITY:VIET_MINH__7B3DF6DB8F,508
EVENT_CLUSTER:788,7
EVENT_CLUSTER:789,7
CANONICAL_ENTITY:14TH_ARMY__29C339B839,13
CANONICAL_ENTITY:BURMESE_LEADERS__3A76945BF7,5
CANONICAL_ENTITY:CHINESE_NATIONALISTS__E72A0929FC,435
CANONICAL_ENTITY:COMMUNIST_CHINA__67112DC221,3101
CANONICAL_ENTITY:FRENCH_GOVERNMENT__CC33BBDE9B,1009
CANONICAL_ENTITY:GREAT_BRITAIN__482EB9448E,242
CANONICAL_ENTITY:INDIAN_LEADERS__CF2CC2C6E5,5
CANONICAL_ENTITY:JOXE__8F9BC22FEF,10
CANONICAL_ENTITY:KENGTUNG__3295E5AC0B,12
CANONICAL_ENTITY:PINAY__4493684809,198
EVENT_CLUSTER:3055,14
EVENT_CLUSTER:3056,14
EVENT_CLUSTER:3057,14
CANONICAL_ENTITY:14TH_DIVISION__F864E5B569,13
CANONICAL_ENTITY:ARCHBISHOP_MAKARIOS__CBA60AC7BE,518
CANONICAL_ENTITY:CHIANG_KAI_SHEK_REGIME__9794CAAA62,3
CANONICAL_ENTITY:DACCA__8EF1BFAA38,20
CANONICAL_ENTITY:EAST_PAKISTAN_RIFLES__8570C86523,4
CANONICAL_ENTITY:EAST_PAKISTAN__E0598F422A,131
CANONICAL_ENTITY:GREEK_GOVERNMENT__7A70321D93,4
CANONICAL_ENTITY:JAPANESE_DIPLOMATS__7AEAEA99D2,5
CANONICAL_ENTITY:KARAMANLIS_GOVERNMENT__9C166A9DBF,15
CANONICAL_ENTITY:TAIWAN__0D153CFD38,398
EVENT_CLUSTER:8573,14
EVENT_CLUSTER:8574,13
CANONICAL_ENTITY:14TH_OF_MAY_MOVEMENT__9BEAA44DD9,12
CANONICAL_ENTITY:KENYA__98B33EF1C8,132
CANONICAL_ENTITY:MOROCCO__9FB2CACE29,1140
CANONICAL_ENTITY:PARAGUAY__91C4D61552,129
CANONICAL_ENTITY:STROESSNER__5F636FA994,104
EVENT_CLUSTER:17134,8
EVENT_CLUSTER:17135,8
EVENT_CLUSTER:17136,13
EVENT_CLUSTER:17137,8
CANONICAL_ENTITY:14_NATION_CONFERENCE_ON_LAOS__45EACB0CD8,3
CANONICAL_ENTITY:CAMBODIA__13246679B1,892
CANONICAL_ENTITY:SIHANOUK__A064D877B5,599
CANONICAL_ENTITY:14_NATION_CONFERENCE__01227A4D29,3
CANONICAL_ENTITY:14_OFFICIALS__0B3EBEDF9D,1
CANONICAL_ENTITY:CENTRAL_PEOPLES_GOVERNMENT_OF_CHINA__AB028D2E80,8
CANONICAL_ENTITY:155MM_ARTILLERY__193476CAA7,1
CANONICAL_ENTITY:15_DEPUTIES__F630A650F0,1
CANONICAL_ENTITY:PANAGIOTIS_PAPALIGOURAS__9BA123456C,11
CANONICAL_ENTITY:15_MARCH__39B5215CC4,1
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_COUNCIL__22A01727F5,13
CANONICAL_ENTITY:16_JUNE_REVOLT__CCDB969228,1
CANONICAL_ENTITY:MARIO_AMADEO__20FD7E477B,5
CANONICAL_ENTITY:16_MAY_1961__56DFC22918,10
CANONICAL_ENTITY:ATOMIC_ENERGY_COMMISSION__44C6194EAA,310
CANONICAL_ENTITY:DEPARTMENT_OF_COMMERCE__223DC14C1E,99
CANONICAL_ENTITY:DEPARTMENT_OF_DEFENSE__CE8BE87002,216
CANONICAL_ENTITY:DEPARTMENT_OF_JUSTICE__0F113C5DF3,21
CANONICAL_ENTITY:DEPARTMENT_OF_STATE__89D739F6F6,22
CANONICAL_ENTITY:EXECUTIVE_OFFICES_OF_THE_WHITE_HOUSE__D946C5F8E7,71
CANONICAL_ENTITY:FEDERAL_BUREAU_OF_INVESTIGATION__50A3FD81A3,155
CANONICAL_ENTITY:NATIONAL_INDICATIONS_CENTER__BB2156EB52,81
CANONICAL_ENTITY:NATIONAL_SECURITY_AGENCY__E00F858ED3,153
CANONICAL_ENTITY:UNITED_STATES_INFORMATION_AGENCY__A8229CC054,76
CANONICAL_ENTITY:16_NATION_REPORT_TO_UN__99826C15F0,1
CANONICAL_ENTITY:SOUTH_KOREA__41EBD22831,1337
CANONICAL_ENTITY:17_OCTOBER__C30CD2C91A,1
CANONICAL_ENTITY:PERON__E8AF57BCF7,218
CANONICAL_ENTITY:18TH_DIVISION__486CBFAE64,8
CANONICAL_ENTITY:ERIC_JOHNSTON__DEE4CBFA3E,33
CANONICAL_ENTITY:JORDAN__708D19D820,2179
EVENT_CLUSTER:5789,7
EVENT_CLUSTER:5790,7
EVENT_CLUSTER:5791,7
CANONICAL_ENTITY:1936_ANGLO_EGYPTIAN_TREATY__3300047F93,13
CANONICAL_ENTITY:BRITISH_AMBASSADOR__DED19D0759,274
CANONICAL_ENTITY:EGYPTIAN_PRIME_MINISTER__078AAEBD48,39
CANONICAL_ENTITY:IRAN__E5817E5390,2374
CANONICAL_ENTITY:KING_FAROUK__248D2615EC,311
CANONICAL_ENTITY:USSR__64F5727BA4,3
EVENT_CLUSTER:904,8
EVENT_CLUSTER:905,8
CANONICAL_ENTITY:1942_RIO_PROTOCOL__399413F813,1
CANONICAL_ENTITY:VELASCO__9791294F9D,120
CANONICAL_ENTITY:1952_MILITARY_BUDGET__7E9B16B184,1
CANONICAL_ENTITY:FRENCH_DEFENSE_MINISTER_BIDAULT__4BDF3F1E2A,6
CANONICAL_ENTITY:1952_MUTUAL_SECURITY_ACT__030977B247,5
CANONICAL_ENTITY:SPAIN__BF53383A04,436
CANONICAL_ENTITY:SPANISH_GOVERNMENT__82B30E3566,34
CANONICAL_ENTITY:US_EXPORT_IMPORT_BANK__699EEA43C2,29
EVENT_CLUSTER:1275,5
CANONICAL_ENTITY:1953_INDUSTRIAL_PLAN__110101E737,1
CANONICAL_ENTITY:CHINA__6EEDB3BF4C,1645
CANONICAL_ENTITY:1953_STATE_LOAN__2A27069E14,1
CANONICAL_ENTITY:MALENKOV_REGIME__4EEB7D3723,6
CANONICAL_ENTITY:1954_GENEVA_AGREEMENT__51F4E29C81,12
CANONICAL_ENTITY:FRENCH_AMBASSADOR_FALAIZE__1BCB6092AE,17
CANONICAL_ENTITY:FRENCH_COUNSELOR_IN_VIENTIANE__AB2045BEF4,1
CANONICAL_ENTITY:FRENCH_TROOPS__A6201024F3,27
CANONICAL_ENTITY:KONG_LE_PATHET_LAO_FORCES__757593F8BE,46
CANONICAL_ENTITY:MUONG_KASS__09B012CB99,3
CANONICAL_ENTITY:PHOU_KHOUN__CD8B6701B7,43
CANONICAL_ENTITY:SEATO__A4CC9FB43E,3
CANONICAL_ENTITY:SENO_MILITARY_BASE__C33E42F8FE,13
EVENT_CLUSTER:20013,10
EVENT_CLUSTER:20014,10
CANONICAL_ENTITY:1954_GENEVA_CONFERENCE__4C0224A10A,10
CANONICAL_ENTITY:GENERAL_PHOUMI__B5C64B5477,1069
CANONICAL_ENTITY:KING_SAVANG__955C6171CA,344
CANONICAL_ENTITY:MOSCOW__D5A67B074A,4
CANONICAL_ENTITY:PHNOM_PENH__04CBCADA91,189
CANONICAL_ENTITY:SAVANNAKHET__1415E17F6A,124
CANONICAL_ENTITY:SOUVANNA__2D9E93B717,285
CANONICAL_ENTITY:UN_SECURITY_COUNCIL__47A57BAEB6,214
EVENT_CLUSTER:13533,26
EVENT_CLUSTER:19383,9
CANONICAL_ENTITY:1954_GRAIN_PROCUREMENT_PLAN__638A35E20B,1
CANONICAL_ENTITY:1955_DEFENSE_BUDGET__446733CDBA,1
CANONICAL_ENTITY:1958_09_16__822F872C40,1
EVENT_CLUSTER:14285,14
CANONICAL_ENTITY:1959_07_21__4A35FD1B9D,1
CANONICAL_ENTITY:CENTRAL_INTELLIGENCE_BULLETIN__2EEC018447,250
CANONICAL_ENTITY:1959_AGREEMENT__2723311BDA,1
CANONICAL_ENTITY:KING_HASSAN_II__60FBC8F3F6,86
CANONICAL_ENTITY:1959_HARVEST__B1CA9294D9,1
CANONICAL_ENTITY:1961_INTERZONAL_TRADE_AGREEMENT__BB4ED8D8C2,1
CANONICAL_ENTITY:BONN__B2F9CB3A9C,143
CANONICAL_ENTITY:19TH_PARTY_CONGRESS__9DB4A8BDA4,1
CANONICAL_ENTITY:MALENKOV__16EF9A2E79,300
CANONICAL_ENTITY:1ST_AIRBORNE_BATTALION__832E0FCCED,8
CANONICAL_ENTITY:CAPT_DU_QUOC_DONG__6FE52C4681,7
CANONICAL_ENTITY:HOANG_CO_THUY__0F856EBE14,4
CANONICAL_ENTITY:LT_GEN_LE_VAN_TY__2637B25A65,4
CANONICAL_ENTITY:NGO_DINH_DIEM__220178BAA6,142
CANONICAL_ENTITY:SAIGON__1E4F9C1915,278
CANONICAL_ENTITY:SOUTH_VIETNAMESE_GOVERNMENT__17B92A86B3,12
EVENT_CLUSTER:19085,7
CANONICAL_ENTITY:1ST_FIELD_ARMY__7FA4F07D30,1
CANONICAL_ENTITY:GENERAL_PAIK_SUN_YOP__99FBEB7D1E,5
CANONICAL_ENTITY:1ST_INFANTRY_DIVISION__9A80A094A6,13
CANONICAL_ENTITY:BAGHDAD_UNIVERSITY__EC2555AF48,9
CANONICAL_ENTITY:BAGHDAD__C5257A1CF0,409
CANONICAL_ENTITY:DIEM__099BA1A0F2,698
CANONICAL_ENTITY:GENERAL_KHANH__48ADA022CF,5
CANONICAL_ENTITY:IRAQ_PETROLEUM_COMPANY_IPC__2083E903F1,50
CANONICAL_ENTITY:KARBALA__11BF69C86E,18
CANONICAL_ENTITY:KIRKUK__AFA609D180,50
CANONICAL_ENTITY:MOSUL__89DC476BA9,22
CANONICAL_ENTITY:NAJAF__FC34A58039,4
CANONICAL_ENTITY:PRIME_MINISTER_QASIM__BEC7A53976,143
EVENT_CLUSTER:20849,11
EVENT_CLUSTER:20850,11
EVENT_CLUSTER:20851,11
CANONICAL_ENTITY:1ST_MILITARY_REGION__DEBB116C26,17
CANONICAL_ENTITY:ASANUMA__4EC7174EAF,17
CANONICAL_ENTITY:CHANG_MYON__EF438C76A9,425
CANONICAL_ENTITY:DAYAL__2EBD056666,186
CANONICAL_ENTITY:KONG_LE__5BBEFE3FAF,474
CANONICAL_ENTITY:LUMUMBA__A2278ABED6,733
CANONICAL_ENTITY:MALI_REPUBLIC__8AABD2A444,34
CANONICAL_ENTITY:SAVANNAKHET_REBELS__612BD5139B,8
EVENT_CLUSTER:18816,29
EVENT_CLUSTER:18817,19
EVENT_CLUSTER:18818,19
EVENT_CLUSTER:18819,23
EVENT_CLUSTER:18820,19
EVENT_CLUSTER:18821,19
CANONICAL_ENTITY:1ST_NAVAL_AIR_DIVISION__7F36663B03,7
CANONICAL_ENTITY:CHINESE_COMMUNIST__2DD5946B99,647
CANONICAL_ENTITY:KHRUSHCHEV__FBF3AC0C35,3015
CANONICAL_ENTITY:NATIONALIST__155A98FF65,94
CANONICAL_ENTITY:UNITED_STATES__AD5AD2A5FC,3311
EVENT_CLUSTER:7765,6
EVENT_CLUSTER:7766,6
CANONICAL_ENTITY:1_JUNE_PRESIDENTIAL_ELECTIONS__1FF59A1583,1
CANONICAL_ENTITY:1_MARCH_RIOTS__594D35BACE,1
EVENT_CLUSTER:5596,6
CANONICAL_ENTITY:1_MARCH__90C2CB5DBF,1
CANONICAL_ENTITY:20TH_CONGRESS_OF_THE_COMMUNIST_PARTY__FF509E9877,1
CANONICAL_ENTITY:20TH_PARTY_CONGRESS__8C7C307881,18
CANONICAL_ENTITY:BEN_GURION__956AD34E92,633
CANONICAL_ENTITY:BULGANIN__88B81F9686,613
CANONICAL_ENTITY:JOHNSTON_PLAN__4F750EFDED,21
CANONICAL_ENTITY:M_G_PERVUKHIN__E09B7FFE36,29
CANONICAL_ENTITY:M_Z_SABUROV__1C52E6C499,29
CANONICAL_ENTITY:SYRIA__BB88C2CF1C,2156
CANONICAL_ENTITY:USSR_STATE_ECONOMIC_COMMISSION__DAB017F019,4
EVENT_CLUSTER:10996,7
EVENT_CLUSTER:8989,9
EVENT_CLUSTER:8990,9
CANONICAL_ENTITY:20_OCTOBER_PRESIDENTIAL_ELECTION__C15C145E05,1
CANONICAL_ENTITY:MIGUEL_YDIGORAS_FUENTES__F3DCC9638B,46
CANONICAL_ENTITY:21ST_OF_SEPTEMBER_MOVEMENT__A6688889D2,12
CANONICAL_ENTITY:COMMUNIST_PARTY__F40D2145BF,735
CANONICAL_ENTITY:COSTA_RICA__77733F2CEF,344
CANONICAL_ENTITY:FRONDIZI__C951EABE81,321
CANONICAL_ENTITY:HONDURAS__A934D9C9EB,338
CANONICAL_ENTITY:NICARAGUAN_CITIES__4CD34489B9,1
CANONICAL_ENTITY:NICARAGUAN_NATIONAL_GUARD__038A85E99C,31
CANONICAL_ENTITY:NICARAGUA__866F70C5FD,376
CANONICAL_ENTITY:PERONISTA_PARTY__7320B94B5C,14
CANONICAL_ENTITY:SOMOZA__7D81410427,133
EVENT_CLUSTER:15277,40
EVENT_CLUSTER:16149,18
EVENT_CLUSTER:16150,9
CANONICAL_ENTITY:21_FEBRUARY_SECURITY_COUNCIL_RESOLUTION__CFC6EAD632,1
CANONICAL_ENTITY:GIZENGA__FF9D8BB3EA,688
CANONICAL_ENTITY:21_JANUARY__3094568055,1
CANONICAL_ENTITY:ISRAELI_SYRIAN_DISPUTE_IN_THE_UN__6FBA653C89,1
CANONICAL_ENTITY:23RD_CHINESE_COMMUNIST_ARMY__8A19F8F2F1,12
CANONICAL_ENTITY:COLOMBIA__AD7AFEF538,342
CANONICAL_ENTITY:LLERAS_CAMARGO__EB91249633,36
CANONICAL_ENTITY:NORTH_KOREAN_V_I_I_CORPS__3B746F61B1,7
CANONICAL_ENTITY:UN_COMMAND__DD21FD10EC,76
EVENT_CLUSTER:13972,16
EVENT_CLUSTER:13979,18
EVENT_CLUSTER:13980,7
EVENT_CLUSTER:13981,7
EVENT_CLUSTER:13982,7
CANONICAL_ENTITY:24_26_MARCH__B325047A44,1
CANONICAL_ENTITY:EAST_GERMAN_COMMUNIST_PARTY_CONGRESS__583FCD068C,1
CANONICAL_ENTITY:24_HOUR_STRIKE__1D58BC827C,1
CANONICAL_ENTITY:SINGLE_CENTER_OF_CHILEAN_WORKERS__FB57E0BC28,10
CANONICAL_ENTITY:26TH_AIR_DIVISION__56666AC6BC,11
CANONICAL_ENTITY:CHINESE_NATIONALIST__7377E75B1D,15
CANONICAL_ENTITY:FORMOSA__0EBC370E92,332
CANONICAL_ENTITY:FUKIEN_PROVINCE__B344F649A8,85
CANONICAL_ENTITY:LIUCHOU__4F9E955D7C,16
CANONICAL_ENTITY:NAGY__224DB93124,4
CANONICAL_ENTITY:RAKOSI__CFF5E66632,123
CANONICAL_ENTITY:SHANGHAI__8FBABBD118,78
EVENT_CLUSTER:7754,8
